USAF,WBAN,STATION_NAME,CTRY,ST,CALL,LAT,LNG,ELEV(M),BEGIN,END
997388,99999,CAPERS NEARSHORE (CAP 2)     ,US,  ,    ,32.81,-79.630,+0003.0,20080101,20081214
997389,99999,SUNSET NEARSHORE             ,US,NC,    ,33.848,-78.489,+0003.0,20080101,20081231
997391,99999,W. FL SEA-COOS               ,US,  ,    ,25.25,-82.210,+0000.0,20080101,20080113
997392,99999,MOORED BUOY 46091            ,US,CA,    ,36.83,-121.900,+0003.0,20080101,20081231
997394,99999,MOORED BUOY 46229            ,US,CA,    ,43.4,-124.650,+0000.0,20080101,20081231
997396,99999,MOORED BUOY 41040            ,US,  ,    ,14.5,-53.020,+0003.0,20080101,20081231
997397,99999,MOORED BUOY 41041            ,US,  ,    ,14.5,-46.000,+0003.0,20080101,20081231
997398,99999,BUOY 42055 / BAY OF CAMPECHE ,US,  ,    ,22.02,-94.050,+0003.0,20080101,20081231
997399,99999,BUOY 42057 / WESTERN CARIBBEA,US,  ,    ,14.98,-79.980,+0003.0,20080501,20081231
997400,99999,BUOY  42058 / CENTRAL CARIBBE,US,  ,    ,14.98,-74.980,+0003.0,20080503,20081231
997405,99999,BUOY48542 (ICEXAIR)          ,US,  ,    ,71.25,-151.820,+0003.0,20080807,20081218
997409,99999,BUOY48544 (ICEXAIR)          ,US,  ,    ,81.32,-139.200,+0003.0,20080108,20080405
997417,99999,BUOY25529 (ICEXAIR)          ,US,  ,    ,78.18,-167.330,+0003.0,20080102,20081210
997418,99999,BUOY25530 (ICEXAIR)          ,US,  ,    ,80.13,-179.630,+0003.0,20080102,20081121
997423,99999,BUOY 47501 (CES)             ,US,  ,    ,78.37,-127.550,+0003.0,20080331,20080806
997433,99999,ONSLOW BAY INNER             ,US,NC,    ,34.476,-77.280,+0003.0,20080101,20081231
997434,99999,MOORED BUOY 41038            ,US,  ,    ,34,-77.720,+0003.0,20080101,20081231
997435,99999,HI-A389 TABS V               ,US,  ,    ,27.54,-93.360,+0003.0,20080714,20081203
997439,99999,MOORED BUOY 44022            ,US,  ,    ,40.88,-73.730,+0004.0,20080101,20081231
997441,99999,DATA BUOY 13534              ,US,  ,    ,32.8,-27.400,+0003.0,20080104,20081022
997443,99999,MOORED BUOY 21636            ,US,  ,    ,27.9,128.2,+0003.0,20080211,20081022
997454,99999,MOORED BUOY 44549            ,US,  ,    ,54.9,-22.900,+0003.0,20080102,20080516
997458,99999,MOORED BUOY 44608            ,US,  ,    ,40,-32.000,+0003.0,20080101,20080219
997462,99999,MOORED BUOY 44612            ,US,  ,    ,60.1,15.3,+0003.0,20080315,20081231
997463,99999,MOORED BUOY 44615            ,US,  ,    ,46.2,-48.000,+0003.0,20080315,20081230
997466,99999,MOORED BUOY 44725            ,US,  ,    ,55.5,-43.900,+0003.0,20080125,20081231
997468,99999,MOORED BUOY 44727            ,US,  ,    ,43.6,-34.600,+0003.0,20080310,20081231
997469,99999,MOORED BUOY 44728            ,US,  ,    ,48.8,-28.400,+0003.0,20080310,20081231
997470,99999,MOORED BUOY 44729            ,US,  ,    ,46.4,-55.100,+0003.0,20080310,20081231
997471,99999,MOORED BUOY 44743            ,US,  ,    ,39.7,-11.500,+0003.0,20080421,20081231
997472,99999,MOORED BUOY 44744            ,US,  ,    ,36.9,-14.800,+0003.0,20081030,20081125
997473,99999,MOORED BUOY 44775            ,US,  ,    ,58.1,-15.900,+0003.0,20081208,20081231
997476,99999,MOORED BUOY 44833            ,US,  ,    ,44.2,-63.500,+0003.0,20080102,20081218
997478,99999,MOORED BUOY 44843            ,US,  ,    ,64,-30.500,+0003.0,20080102,20080126
997480,99999,MOORED BUOY 44845            ,US,  ,    ,44.1,-49.300,+0003.0,20080102,20080225
997483,99999,MOORED BUOY 44850            ,US,  ,    ,44.4,-40.600,+0003.0,20080130,20081230
997484,99999,MOORED BUOY 44901            ,US,  ,    ,42.7,-42.000,+0003.0,20080103,20081208
997487,99999,MOORED BUOY 46562            ,US,  ,    ,47.7,-145.000,+0003.0,20080120,20081223
997501,99999,MOORED BUOY 62504            ,US,  ,    ,46.8,-8.200,+0003.0,20080102,20080516
997502,99999,MOORED BUOY 62510            ,US,  ,    ,35.2,-23.000,+0003.0,20080303,20081221
997507,99999,MOORED BUOY 62557            ,US,  ,    ,29.3,-22.800,+0003.0,20080630,20081231
997509,99999,MOORED BUOY 62901            ,US,  ,    ,53.6,-17.300,+0003.0,20080918,20081215
997545,99999,DATA BUOY 46538              ,US,  ,    ,49.4,-136.800,+0003.0,20080106,20080711
997546,99999,DATA BUOY 46559              ,US,  ,    ,41.7,-142.400,+0003.0,20080130,20081223
997596,99999,DATA BUOY 62935              ,US,  ,    ,45,-31.300,+0003.0,20080816,20081123
997600,99999,DATA BUOY 21910              ,US,  ,    ,37,134.4,+0003.0,20080130,20081029
997607,99999,DATA BUOY 21939              ,US,  ,    ,38,157.7,+0003.0,20080101,20081231
997615,99999,DATA BUOY 21958              ,US,  ,    ,44.6,175.2,+0003.0,20080102,20081223
997671,99999,DATA BUOY 44847              ,US,  ,    ,41.5,-29.600,+0003.0,20080102,20081121
997672,99999,DATA BUOY 46563              ,US,  ,    ,40.9,-142.500,+0003.0,20080121,20081229
997686,99999,FRIPPS INLET                 ,US,SC,    ,32.33,-80.450,+0003.0,20080101,20080313
997687,99999,BURLINGTON DEL RIVER         ,US,NJ,    ,40.08,-74.880,+0009.0,20080101,20210605
997688,99999,BISHOPS HEAD                 ,US,MD,    ,38.22,-76.030,+0003.0,20080101,20210605
997689,99999,BRANDYWINE SHOAL LGT         ,US,DE,    ,38.98,-75.100,+0003.0,20080101,20210605
997691,99999,CAPE HENRY                   ,US,VA,    ,36.93,-76.020,+0003.0,20080101,20210605
997692,99999,CLEVELAND                    ,US,OH,    ,41.53,-81.630,+0210.0,20080101,20210605
997693,99999,S CRANEY ISLAND              ,US,VA,    ,36.88,-76.330,+0003.0,20080101,20210605
997694,99999,DELAWARE CITY                ,US,DE,    ,39.58,-75.580,+0008.0,20080101,20210605
997695,99999,JOHN MERCER PIER             ,US,NC,    ,34.2,-77.830,+0003.0,20080101,20210605
997696,99999,LA PUSH                      ,US,WA,    ,47.92,-124.630,+0003.0,20080101,20210605
997697,99999,LITTLE RAPIDS                ,US,MI,    ,46.48,-84.300,+0185.0,20080101,20210605
997698,99999,NEWBOLD                      ,US,PA,    ,40.8,-74.750,+0018.0,20080101,20210605
997701,99999,PORT MANATEE                 ,US,FL,    ,27.63,-82.570,+0003.0,20080101,20210605
997702,99999,PINEY POINT                  ,US,MD,    ,38.13,-76.530,+0003.0,20080101,20210605
997703,99999,PILOT STATION EAST           ,US,LA,    ,28.92,-89.400,+0003.0,20080101,20210605
997704,99999,RED DOG DOCK                 ,US,AK,    ,67.57,-164.650,+0003.0,20080101,20210605
997705,99999,OLD PORT TAMPA               ,US,FL,    ,27.85,-82.550,+0009.0,20080101,20210605
997706,99999,GARIBALDI TILLAMOOK          ,US,OR,    ,45.55,-123.900,+0003.0,20080101,20210605
997707,99999,WELLS                        ,US,ME,    ,43.32,-70.550,+0006.0,20080101,20210605
997708,99999,YORK RIVER E RANGE           ,US,VA,    ,37.25,-76.330,+0010.0,20080101,20210605
997709,99999,S CAPERS ISLAND              ,US,SC,    ,32.85,-79.700,+0010.0,20080101,20080309
997713,99999,DATA BUOY 41027              ,US,  ,    ,33.3,-78.130,+0003.0,20080210,20080211
997729,99999,GALVESTON BAY N JETY         ,US,TX,    ,29.35,-94.720,+0003.0,20080101,20210605
997731,99999,GRAND TRAVERSE LIGHT         ,US,MI,    ,45.2,-85.550,+0184.0,20080101,20210605
997732,99999,PORTAGE CANAL                ,US,MI,    ,47.27,-88.530,+0198.0,20080101,20200821
997733,99999,PULASKI SHOAL LIGHT          ,US,FL,    ,24.68,-82.770,+0016.0,20080101,20200325
997734,99999,TIBURON PIER                 ,US,CA,    ,37.92,-122.450,+0003.0,20080101,20210605
997735,99999,WAUKEGAN HARBOR              ,US,IL,    ,42.35,-87.820,+0188.0,20080101,20210605
997736,99999,PORT WASHINGTON              ,US,WI,    ,43.38,-87.870,+0180.0,20080101,20210605
997737,99999,SILVER BAY                   ,US,MN,    ,47.27,-91.080,+0198.0,20080102,20210605
997738,99999,SAXON HARBOR                 ,US,WI,    ,46.57,-90.430,+0186.0,20080102,20210605
997739,99999,GRAND MARAIS                 ,US,MI,    ,46.667,-85.967,+0191.0,20080101,20210605
997741,99999,KEWAUNEE                     ,US,WI,    ,44.45,-87.483,+0178.0,20080101,20210605
997742,99999,MIDDLE BAY LIGHT             ,US,AL,    ,30.433,-88.000,+0014.0,20111107,20210605
997743,99999,ROBINS REEF                  ,US,NJ,    ,40.65,-74.067,+0072.0,20080101,20210605
997779,99999,SHIP JOHN SHOAL              ,US,NJ,    ,39.3,-75.367,+0003.0,20080101,20210605
997781,99999,COVE POINT                   ,US,MD,    ,38.717,-76.650,+0002.0,20080101,20210605
997782,99999,DOMINION TERMINAL ASSOCIATION,US,VA,    ,36.967,-76.417,+0002.0,20080101,20210605
997783,99999,GODWIN ISLAND MET STATION    ,US,VA,    ,37.217,-76.400,+0004.0,20080101,20081231
997784,99999,MEAHER PARK                  ,US,AL,    ,30.65,-87.933,+0010.0,20080101,20201029
997785,99999,MENOMINEE                    ,US,MI,    ,45.1,-87.583,+0178.0,20080101,20210605
997786,99999,VIMS PIER                    ,US,VA,    ,37.25,-76.500,+0005.0,20080103,20081231
997787,99999,BURNS HARBOR                 ,US,IN,    ,41.65,-87.150,+0182.0,20080101,20210605
997788,99999,CAPE DECISION                ,US,AK,    ,56,-134.133,+0017.0,20080101,20210605
997789,99999,ELDRED ROCK                  ,US,AK,    ,58.967,-135.217,+0019.0,20080103,20210605
997791,99999,BERTH 223 MET                ,US,FL,    ,27.917,-82.433,+0014.0,20080101,20140414
997792,99999,FAIRPORT                     ,US,MI,    ,45.617,-86.650,+0186.0,20080101,20210605
997793,99999,NAUBINWAY                    ,US,MI,    ,46.083,-85.433,+0180.0,20080101,20210605
997794,99999,OCEAN CREST PIER             ,US,NC,    ,33.9,-78.150,+0012.0,20080103,20150625
997795,99999,ONTONAGON                    ,US,MI,    ,46.867,-89.333,+0186.0,20080101,20210605
997796,99999,POINT BISHOP                 ,US,AK,    ,58.2,-134.133,+0005.0,20080101,20210605
997797,99999,POINT RETREAT                ,US,AK,    ,58.4,-134.950,+0032.0,20080101,20210605
997798,99999,SOUTH DOUGLAS                ,US,AK,    ,58.267,-134.433,+0004.0,20080101,20210605
997799,99999,SISTERS ISLAND               ,US,AK,    ,58.167,-135.250,+0051.0,20080129,20210605
997801,99999,LONGVIEW                     ,US,WA,    ,46.1,-122.950,+0003.0,20080101,20210605
997802,99999,BIG SABLE POINT              ,US,MI,    ,44.05,-86.517,+0186.0,20080101,20210605
997803,99999,PORT WING                    ,US,MI,    ,46.783,-91.383,+0186.0,20080101,20210605
997804,99999,CAPE SPENCER                 ,US,AK,    ,58.2,-136.633,+0026.0,20080101,20210605
997805,99999,WAVERIDER BUOY               ,US,  ,    ,30.717,-81.283,+0000.0,20080101,20081231
997806,99999,CDIP BUOY                    ,US,FL,    ,28.4,-80.533,+0000.0,20080101,20081231
997807,99999,FORT PIERCE                  ,US,FL,    ,27.55,-80.217,+0000.0,20080101,20081231
997810,99999,BRUTUS GREEN CANYON 158      ,US,LA,    ,27.8,-90.667,+0037.0,20080101,20081102
997813,99999,SW BERING SEA                ,US,AK,    ,55,175.283,+0003.0,20080101,20081231
997814,99999,SHELIKOF STRAIT              ,US,AK,    ,57.917,-154.250,+0003.0,20080101,20081231
997848,99999,DATA BUOY 42361              ,US,  ,    ,27.55,-92.483,+0037.0,20080724,20080923
997852,99999,DATA BUOY 44053              ,US,VA,    ,37.233,-76.500,+0003.0,20080724,20081231
997853,99999,DATA BUOY 44054              ,US,DE,    ,38.883,-75.183,+0000.0,20080801,20081231
997981,99999,FOLLY BEACH PIER             ,US,SC,    ,32.65,-79.933,+0003.0,20080131,20100916
997982,99999,PORT INLAND                  ,US,MI,    ,45.967,-85.867,+0180.0,20080101,20210605
997983,99999,DATA BUOY 41037              ,US,NC,    ,33.983,-77.350,+0003.0,20080724,20081231
997984,99999,DATA BUOY 46094              ,US,OR,    ,44.633,-124.300,+0003.0,20080724,20080917
997986,99999,DATA BUOY 41043              ,US,  ,    ,20.983,-65.017,+0003.0,20080724,20081231
997988,99999,BIG BAY                      ,US,MI,    ,46.817,-87.717,+0185.0,20080101,20210605
997989,99999,OLCOTT HARBOR                ,US,NY,    ,43.333,-78.717,+0083.0,20080101,20210605
997990,99999,ACE BASIN RESERVE            ,US,SC,    ,32.55,-80.450,+0005.0,20080101,20210605
997991,99999,HUDSON RIVER RESERVE         ,US,NY,    ,42.017,-73.917,+0012.0,20080101,20210605
997992,99999,APALACHICOLA RESERVE         ,US,FL,    ,29.783,-84.883,+0005.0,20080101,20210605
997993,99999,GREAT BAY RESERVE            ,US,NH,    ,43.05,-70.833,+0003.0,20080101,20210605
997994,99999,CHESAPEAKE BAY               ,US,MD,    ,38.767,-76.700,+0003.0,20080101,20210605
997995,99999,SOUTH SLOUGH RESERVE         ,US,OR,    ,43.35,-124.317,+0013.0,20080115,20150504
997996,99999,ST CLAIR SHORES              ,US,MI,    ,42.467,-82.867,+0180.0,20080101,20210605
997997,99999,ELKHORN SLOUGH RESERVE       ,US,CA,    ,36.817,-121.733,+0003.0,20080101,20210605
997999,99999,GENEVA ON THE LAKE           ,US,OH,    ,41.85,-80.967,+0186.0,20080101,20210605
998000,99999,GUANA TOLOMATO MATANZAS      ,US,FL,    ,29.65,-81.217,+0004.0,20080101,20210605
998001,99999,HURON LIGHT                  ,US,OH,    ,41.4,-82.550,+0184.0,20080101,20210605
998002,99999,JACQUES COUSTEAU RESERVE     ,US,NJ,    ,39.533,-74.450,+0012.0,20080101,20210605
998004,99999,NARRAGANSETT BAY RESERVE     ,US,RI,    ,41.633,-71.333,+0013.0,20080101,20210605
998005,99999,NORTH INLET-WINYAH BAY       ,US,SC,    ,33.35,-79.183,+0004.0,20080101,20210605
998006,99999,NORTH CAROLINA RESERVE       ,US,NC,    ,34.15,-77.850,+0005.0,20080101,20210601
998007,99999,PADILLA BAY RESERVE          ,US,WA,    ,48.467,-122.467,+0003.0,20080101,20210605
998008,99999,ROOKERY BAY RESERVE          ,US,FL,    ,26.033,-81.700,+0020.0,20080101,20210605
998009,99999,ROCHESTER                    ,US,NY,    ,43.25,-77.583,+0083.0,20080101,20210605
998010,99999,SAPELO ISLAND RESERVE        ,US,GA,    ,31.417,-81.283,+0005.0,20080101,20210605
998011,99999,SAN FRANCISCO BAY RESERVE    ,US,CA,    ,38.217,-122.017,+0003.0,20080101,20210605
998012,99999,ST JOSEPH                    ,US,MI,    ,42.1,-86.483,+0184.0,20080101,20210605
998013,99999,TIJUANA RIVER RESERVE        ,US,CA,    ,32.575,-117.127,+0004.0,20080101,20210605
998014,99999,WAQUIOT BAY RESERVE          ,US,MA,    ,41.583,-70.517,+0010.0,20080101,20210605
998015,99999,WELLS RESERVE                ,US,ME,    ,43.333,-70.550,+0019.0,20080101,20210605
998016,99999,WEEKS BAY RESERVE            ,US,AL,    ,30.417,-87.833,+0000.0,20080101,20210605
998017,99999,CHESAPEAKE BAY               ,US,VA,    ,37.417,-76.717,+0011.0,20080101,20210605
998154,99999,DATA BUOY 44055              ,US,DE,    ,39.117,-75.250,+0003.0,20080724,20081231
998155,99999,DATA BUOY 44060              ,US,CT,    ,41.267,-72.067,+0004.0,20080724,20081231
998157,99999,DATA BUOY 46076              ,US,AK,    ,59.5,-148.000,+0005.0,20080724,20081212
998158,99999,DATA BUOY 46085              ,US,AK,    ,55.85,-142.550,+0005.0,20080724,20081231
998159,99999,DATA BUOY 46231              ,US,CA,    ,32.75,-117.367,+0003.0,20080724,20081231
998160,99999,DATA BUOY 46234              ,US,CA,    ,34.1,-119.167,+0003.0,20080724,20081231
998161,99999,DATA BUOY 46235              ,US,CA,    ,32.567,-117.167,+0003.0,20080724,20081231
998162,99999,DATA BUOY 46236              ,US,CA,    ,36.767,-121.950,+0003.0,20080724,20081231
998163,99999,DATA BUOY 46237              ,US,CA,    ,37.783,-122.600,+0003.0,20080724,20081231
998164,99999,DATA BUOY 51203              ,US,HI,    ,30.783,-157.017,+0003.0,20080724,20081231
998165,99999,MISSION ARANASAS RESERVE     ,US,TX,    ,28.133,-97.033,+0005.0,20080101,20210605
998166,99999,CONNEAUT BREAKWATER          ,US,OH,    ,41.983,-80.550,+0189.0,20080101,20200317
998167,99999,KACHEMAK BAY RESERVE         ,US,AK,    ,59.6,-151.417,+0010.0,20080101,20210605
998168,99999,NIAGARA CG STATION           ,US,NY,    ,43.267,-79.067,+0243.0,20080101,20190715
998169,99999,DELAWARE RESERVE             ,US,DE,    ,39.083,-75.433,+0005.0,20080101,20210605
998171,99999,GRAND BAY RESERVE            ,US,MS,    ,30.35,-88.417,+0005.0,20100101,20201029
998172,99999,LINCOLN ROCK                 ,US,AK,    ,56.05,-132.700,+0012.0,20100101,20210605
998173,99999,MOSS LANDING S HARBOR        ,US,CA,    ,36.8,-121.783,+0022.0,20080101,20210605
998174,99999,PORT INGLESIDE               ,US,TX,    ,27.817,-97.200,+0010.0,20080115,20140812
998175,99999,CAL POLY PIER                ,US,CA,    ,35.167,-120.733,+0016.0,20080130,20210605
998176,99999,SUPERIOR GRAND TRAVERSE BAY  ,US,MI,    ,47.183,-88.233,+0191.0,20080115,20210605
998177,99999,LAKE MURRAY                  ,US,SC,    ,34.1,-81.267,+0109.0,20080116,20210605
998178,99999,BARTLET COVE                 ,US,AK,    ,58.45,-135.883,+0005.0,20080115,20210605
998179,99999,OLD WOMEN CREEK              ,US,OH,    ,41.383,-82.500,+0182.0,20080115,20210306
998180,99999,PORT SANILAC                 ,US,MI,    ,43.417,-82.533,+0191.0,20080115,20210605
998181,99999,CLEAR LAKE                   ,US,TX,    ,29.55,-95.067,+0010.0,20080115,20080913
998182,99999,ROLLOVER PASS                ,US,TX,    ,29.517,-94.500,+0010.0,20080115,20210605
998183,99999,SOUTH BIRD ISLAND            ,US,TX,    ,27.483,-97.317,+0010.0,20080115,20210605
998184,99999,PORT ARANSAS                 ,US,TX,    ,27.833,-97.067,+0010.0,20100101,20210605
998185,99999,SEADRIFT                     ,US,TX,    ,28.4,-96.717,+0010.0,20080115,20210605
998186,99999,SPRINGMAID PIER              ,US,SC,    ,33.65,-78.917,+0003.0,20100101,20101129
998187,99999,LAKE MARION                  ,US,SC,    ,33.55,-80.500,+0025.0,20080529,20180621
998189,99999,USGC FREEPORT                ,US,TX,    ,28.933,-95.300,+0004.0,20080721,20200521
998191,99999,HILO                         ,US,HI,    ,19.717,-155.050,+0000.0,20080721,20210605
998192,99999,COAST GUARD SECTOR           ,US,AL,    ,30.65,-88.050,+0010.0,20080721,20210605
998193,99999,MOKUOLOE                     ,US,HI,    ,21.433,-157.783,+0003.0,20080721,20210605
998194,99999,NEW CANAL                    ,US,LA,    ,30.017,-90.117,+0004.0,20080721,20210605
998195,99999,NAWILIWILI                   ,US,HI,    ,21.95,-159.350,+0000.0,20080721,20210605
998196,99999,MOBILE STATE DOCKS           ,US,AL,    ,30.7,-88.033,+0000.0,20080721,20210605
998197,99999,OAKLAND MIDDLE HARBOR MET    ,US,CA,    ,37.8,-122.317,+0007.0,20080721,20210605
998198,99999,SELDOVIA                     ,US,AK,    ,59.433,-151.717,+0000.0,20080721,20210605
998199,99999,PANAMA CITY                  ,US,FL,    ,30.15,-85.667,+0005.0,20080721,20210605
998201,99999,PASCAGOULA NOAA LAB          ,US,MS,    ,30.35,-88.567,+0000.0,20080721,20210605
998202,99999,DOCK E PORT OF PASCAGOULA    ,US,MS,    ,30.35,-88.500,+0000.0,20080721,20180209
998203,99999,WEST NEEBISH                 ,US,MI,    ,46.283,-84.200,+0177.0,20080721,20210605
998204,99999,WESTPORT                     ,US,WA,    ,46.917,-124.117,+0008.0,20080721,20210605
998205,99999,STROM THURMOND DAM           ,US,  ,    ,33.667,-82.200,+0089.0,20080811,20210605
998206,99999,ELFIN COVE                   ,US,AK,    ,58.183,-136.333,+0000.0,20080811,20210605
998207,99999,SHELL WEST DELTA 143 OIL PLAT,US,  ,    ,28.65,-89.550,+0041.0,20081218,20210417
998208,99999,LAKE WATEREE                 ,US,SC,    ,34.333,-80.700,+0087.0,20080811,20210605
998209,99999,DUCK PIER                    ,US,NC,    ,36.183,-75.750,+0007.0,20100101,20210605
998211,99999,OCEAN CITY INLET             ,US,MD,    ,38.317,-75.083,+0000.0,20080915,20210605
998212,99999,CAMPBELL PARK                ,US,FL,    ,27.767,-82.650,+0015.0,20080915,20141229
998213,99999,MIDDLE TAMPA BAY             ,US,FL,    ,27.65,-82.583,+0010.0,20131207,20210605
998216,99999,CHAMBERS ISLAND              ,US,WI,    ,45.2,-87.350,+0181.0,20080917,20210605
998217,99999,AMERADA PASS                 ,US,LA,    ,29.45,-91.333,+0005.0,20081022,20210605
998218,99999,SHELL BEACH                  ,US,LA,    ,29.867,-89.667,+0005.0,20081022,20210605
998219,99999,BAY WAVELAND YACHT CLUB      ,US,MS,    ,30.317,-89.317,+0005.0,20081022,20210605
998221,99999,ALITAK                       ,US,AK,    ,56.9,-154.250,+0000.0,20081022,20210605
998222,99999,KILO NALU OBS (WAVE SENSOR)  ,US,HI,    ,21.283,157.867,-0011.0,20081022,20120118
998223,99999,ALEXANDRIA BAY               ,US,NY,    ,44.333,-75.933,+0000.0,20110916,20210605
998224,99999,ATKA                         ,US,AK,    ,52.233,-174.167,+0000.0,20081022,20210605
998225,99999,PORT ARTHUR                  ,US,TX,    ,29.867,-93.933,+0011.0,20081022,20210605
998226,99999,ROCKPORT                     ,US,TX,    ,28.017,-97.050,+0004.0,20081022,20210605
998228,99999,C-CUT ST PETERSBURG          ,US,FL,    ,27.667,-82.617,+0003.0,20081114,20120109
998231,99999,DOCK C PASCAGOULA            ,US,MS,    ,30.35,-88.567,+0003.0,20081114,20180209
998233,99999,GULFPORT OUTER RANGE         ,US,MS,    ,30.233,-88.983,+0013.0,20081114,20130120
998234,99999,WEST PIER GULFPORT           ,US,MS,    ,30.35,-89.083,+0007.0,20081114,20121117
998235,99999,NIAGRA INTAKE                ,US,NY,    ,43.067,-79.017,+0179.0,20081114,20210605
998236,99999,PACKERY CHANNEL              ,US,TX,    ,27.633,-97.233,+0011.0,20081114,20210605
998238,99999,PETITS BOIS ISLAND           ,US,  ,    ,30.217,-88.500,+0006.0,20081114,20210605
998239,99999,RANGE A REAR PASCAGOULA      ,US,MS,    ,30.333,-88.517,+0005.0,20081114,20180209
998241,99999,SEABULK TAMPA                ,US,FL,    ,27.917,-82.450,+0000.0,20081114,20141229
998242,99999,SAGINAW BAY LIGHT 1          ,US,MI,    ,43.8,-83.717,+0188.0,20081114,20210605
998243,99999,SAND POINT                   ,US,AK,    ,55.333,-160.500,+0010.0,20100101,20210605
998244,99999,TPA CRUISE TERMINAL 2 TAMPA  ,US,FL,    ,27.933,-82.433,+0015.0,20081114,20210605
998245,99999,WILLOUGHBY DEGUASSING STATION,US,VA,    ,36.983,-76.317,+0003.0,20081114,20210605
998252,99999,BAR HARBOR                   ,US,ME,    ,44.4,-68.200,+0003.4,20100101,20210605
998253,99999,CUTLER                       ,US,ME,    ,44.65,-67.300,+0004.9,20100101,20101111
998254,99999,KING COVE                    ,US,AK,    ,55.067,-162.333,+0005.0,20100101,20210605
998255,99999,MACKINAW CITY                ,US,MI,    ,45.783,-84.717,+0178.5,20100101,20210605
998256,99999,TACOMA MET                   ,US,WA,    ,47.276,-122.418,+0011.0,20100101,20210605
998258,99999,KETCHIKAN                    ,US,AK,    ,55.333,-131.625,+0003.0,20100101,20210605
998259,99999,SKAGWAY                      ,US,AK,    ,59.45,-135.318,+0003.0,20100101,20210605
998261,99999,JUNEAU                       ,US,AK,    ,58.298,-134.412,+0003.0,20100101,20210605
998264,99999,LAKE CHARLES                 ,US,LA,    ,30.217,-93.217,+0008.1,20100101,20210605
998265,99999,MARCUS HOOK                  ,US,PA,    ,39.817,-75.417,+0003.0,20100101,20210605
998266,99999,STURGEON POINT               ,US,NY,    ,42.683,-79.050,+0004.2,20100101,20210605
998267,99999,ROCHESTER                    ,US,NY,    ,43.267,-77.617,+0003.0,20100101,20210114
998268,99999,TENAKEE SPRINGS              ,US,AK,    ,57.783,-135.217,+0005.0,20100315,20210605
998269,99999,EAST BAY CAUSEWAY            ,US,FL,    ,27.933,-82.433,+0005.0,20100101,20210605
998271,99999,VALDEZ                       ,US,AK,    ,61.133,-146.367,+0003.0,20100101,20210605
998274,99999,BROAD RIVER                  ,US,FL,    ,25.483,-80.983,+0003.0,20100101,20210605
998275,99999,BOB ALLEN                    ,US,FL,    ,25.027,-80.681,+0003.0,20100101,20210605
998276,99999,BLACKWATER SOUND             ,US,FL,    ,25.183,-80.433,+0003.0,20100101,20210605
998277,99999,CANE PATCH                   ,US,FL,    ,25.417,-80.950,+0003.0,20100101,20210605
998278,99999,CANNON BAY                   ,US,FL,    ,25.7,-81.183,+0003.0,20100101,20210605
998279,99999,DUCK KEY                     ,US,FL,    ,25.183,-80.483,+0003.0,20100101,20210605
998281,99999,FAIRPORT                     ,US,OH,    ,41.767,-81.283,+0176.0,20100101,20210605
998282,99999,FRESH WATER CANAL LOCKS      ,US,LA,    ,29.55,-92.300,+0010.0,20100101,20210605
998283,99999,GARFIELD BRIGHT              ,US,FL,    ,25.167,-80.800,+0003.0,20100101,20210605
998284,99999,HIGHWAY CREEK                ,US,FL,    ,25.25,-80.450,+0003.0,20100101,20210605
998285,99999,JOHNSON KEY                  ,US,FL,    ,25.05,-80.900,+0003.0,20100101,20210605
998286,99999,BROAD RIVER LOWER            ,US,FL,    ,25.483,-81.117,+0003.0,20100101,20170906
998287,99999,LITTLE BLACKWATER            ,US,FL,    ,25.217,-80.433,+0003.0,20100101,20210605
998288,99999,LITTLE MADEIRA               ,US,FL,    ,25.167,-80.633,+0003.0,20100101,20210605
998289,99999,LOSTMANS RIVER               ,US,FL,    ,25.55,-81.183,+0003.0,20100101,20210605
998291,99999,LITTLE RABBIT KEY            ,US,FL,    ,24.983,-80.833,+0003.0,20100101,20210605
998292,99999,LONG SOUND                   ,US,FL,    ,25.233,-80.450,+0003.0,20100101,20210605
998293,99999,MURRAY KEY                   ,US,FL,    ,25.1,-80.950,+0003.0,20100101,20210605
998294,99999,PETERSON KEY                 ,US,FL,    ,24.917,-80.750,+0003.0,20100101,20210605
998295,99999,TROUT COVE                   ,US,FL,    ,25.217,-80.533,+0003.0,20100101,20210605
998296,99999,TARPON BAY EAST              ,US,FL,    ,25.417,-80.967,+0003.0,20100101,20210605
998297,99999,TAYLOR RIVER                 ,US,FL,    ,25.217,-80.650,+0003.0,20100101,20210605
998299,99999,WHIPRAY BASIN                ,US,FL,    ,25.083,-80.733,+0003.0,20100101,20210605
998300,99999,BUTTERNUT KEY                ,US,FL,    ,25.087,-80.519,+0003.0,20100101,20210605
998302,99999,GUNBOAT ISLAND               ,US,FL,    ,25.376,-81.029,+0003.0,20100101,20210605
998305,99999,PORT EVERGLADES CHANNEL      ,US,FL,    ,26.092,-80.109,+0003.5,20100101,20191001
998306,99999,WILLY WILLY                  ,US,FL,    ,25.619,-81.044,+0003.0,20100101,20210605
998307,99999,WATSON PLACE                 ,US,FL,    ,25.708,-81.248,+0003.0,20100101,20210605
998339,99999,MOUTH OF BLACK RIVER         ,US,MI,    ,42.975,-82.419,+0180.0,20100713,20210605
998340,99999,SANTA BARBARA                ,US,CA,    ,34.408,-119.658,+0006.0,20100101,20210605
998341,99999,PORT ALEXANDER               ,US,AK,    ,56.247,-134.647,+0007.0,20100101,20210605
