Quonset Point,RI,6/1/56 01:00
Veigus Island,FL,2/20/56 08:15
Fountain Inn,SC,9/17/55 12:00
UK/England (rural),,7/7/55 14:00
Morehead City,NC,6/30/55 21:00
Quartz Hill,CA,6/30/55 00:00
South St. Paul,MN,6/15/55
Auckland (New Zealand),,5/11/55 19:34
Santa Rosa,CA,3/1/55 17:00
Ferndown-Bournemouth (UK/Wales),,8/26/54 16:00
Orchard Park,NY,6/15/54 19:00
Houston,TX,6/1/54 00:00
Quincy (rural),IL,5/26/54 04:30
Burney,CA,2/15/54 19:30
Kansas City,MO,10/1/52 12:00
Fukuoka (Japan),,10/1/52 03:30
unknown,CA,7/15/52 12:30
Miami,FL,6/30/52 21:00
Miami,FL,6/30/52 21:00
New York City (Bronx),NY,6/30/52 13:00
Patchogue,NY,6/30/52 13:00
Pecos,TX,6/30/52 03:00
Cheyenne,WY,6/30/52
Santa Clara,CA,6/1/52 13:00
Lynden,WA,7/31/51 22:00
Otis Orchards,WA,7/1/51 03:00
Johnstown,PA,6/30/51 12:00
Jackson Heights,NY,6/30/51 07:00
Mount Pinos (beyond ski area parking),CA,6/6/51 02:00
Roswell,NM,2/6/51 13:00
Salem,OR,8/15/50 14:00
Stanfield,OR,8/15/50 14:00
Smithport,PA,7/20/50 21:30
Newman Lake,WA,7/15/50 19:00
Quincy,CA,7/15/50 12:00
Florence (??),CO,6/30/50 17:30
Lac Du Flambeau,WI,6/30/50 16:00
Bonifay (near),FL,6/15/50 20:00
Fort Worth,TX,6/15/50 20:00
Napa,CA,6/10/50
Philadelphia,MS,6/1/50 16:00
Waynesborough,VA,4/15/50 14:00
Moody,TX,12/23/49 07:30
Post,TX,9/15/49 21:00
Fairbanks,AK,7/1/49 11:00
Little America (near),WY,6/30/49 23:00
Brownstown,IN,11/7/48 12:00
Borger,TX,6/15/48 16:00
Kelseyville,CA,4/30/48 12:00
Yokohama (Japan),,12/25/46 13:00
New York City (Brooklyn),NY,1/8/46 02:00
Salinas AFB,CA,6/1/45 12:00
Sarnesfield, Herefordshire (UK/England),8/15/44 12:00
Ft. Duschene (near),UT,6/30/44 10:00
Los Alamos,NM,6/1/44 12:00
Montagny (France),,11/7/42 20:00
Valley City (6.5 miles east of),ND,9/15/34 15:30
Niagara Falls,NY,6/30/30 12:00
Fatima (Portugal),,10/13/17
Baldwin,PA,10/1/17 22:00
Owensville,MO,6/30/07
Yakima,WA,7/11/05 22:15
Yakima,WA,7/11/05 22:15
Yakima,WA,7/11/05 22:15
Yakima,WA,7/11/05 22:15
Yakima,WA,7/11/05 22:00
Atlantic City,NJ,4/ 23:22
West Palm,FL,21:00
Salt Lake City,UT,14:00
Racine,WI,11:00
Bristol,PA,01:00
Quilcene,WA,3/15/21 19:00
Isleboro,ME,3/14/21 09:00
Jacksonville,FL,3/13/21 13:00
NYC (Brooklyn),NY,2/9/21 22:45
San Antonio,TX,1/26/21 18:00
Trabuco Canyon,CA,1/25/21 15:30
Burlington,VT,12/11/20 18:09
Chicago,IL,11/3/20 21:00
Mullica hillf,NJ,10/21/20 22:00
Newton-in-Cartmel (UK/England),,10/17/20 10:00
Sevierville,TN,10/8/20 20:15
New York City (Brooklyn),NY,10/5/20 20:00
Edmond,OK,9/30/20 17:08
Livingston,NJ,9/4/20 23:00
North Providence,RI,9/1/20 15:00
Boston,MA,8/12/20 17:30
Klamath Falls,OR,8/7/20 03:00
Toronto,ON,7/31/20 22:30
Norwalk,CA,7/31/20 15:38
Albuquerque,NM,7/28/20 17:20
Glassboro,NJ,7/27/20 03:10
Glassboro,NJ,7/27/20 03:10
Waterbury,CT,7/24/20 00:00
Fairdale,WV,7/19/20 20:00
Astoria,NY,7/12/20 19:30
Los Angeles,CA,7/12/20
Gold beach,OR,6/27/20 22:15
Marina Del Rey,CA,5/21/20 19:30
Kingston,NY,5/19/20 22:00
Philadelphia,PA,5/19/20 13:45
Cool,CA,5/10/20 23:00
Fayetteville,GA,4/27/20 23:00
Tucson,AZ,4/25/20 23:57
Warrior,AL,4/7/20 18:00
Stockton,CA,4/1/20 00:00
West Hills,CA,3/23/20 21:30
Lashburn (Canada),SK,3/4/20 21:51
Holly Springs,NC,2/28/20 16:02
San Francisco,CA,2/11/20 19:30
Asheville,NC,1/28/20 09:45
Kenai,AK,1/26/20 18:15
Warren,RI,1/22/20 17:45
Garretson,SD,1/11/20 04:30
Supply,NC,1/6/20 21:30
Norfolk,VA,12/5/19 04:45
Pinetop,AZ,11/23/19 05:00
Glenpool,OK,11/10/19 00:30
Anaheim,CA,10/24/19 18:45
University Place,WA,10/12/19 20:19
Louisville,KY,10/12/19 18:30
Racine,WI,10/7/19 17:31
Hainesport,NJ,10/5/19 18:00
Chesapeake,VA,10/4/19 20:12
Brick,NJ,10/4/19 13:40
Lewisville,TX,9/30/19 19:00
Buellton,CA,9/25/19 16:00
Tucson,AZ,9/24/19 21:55
Flagstaff,AZ,9/19/19 09:00
Troy,IL,9/14/19 22:00
Pikeville,NC,9/2/19 15:00
Lake Oswego,OR,8/31/19 12:20
Alpine,WY,8/31/19 08:00
Albuquerque,NM,8/22/19 12:00
Ann Arbor (E of; on S HWY 23),MI,8/19/19 05:00
Phoenix,AZ,8/11/19 16:30
Phoenix,AZ,8/11/19 16:30
Ararat,VA,7/31/19 21:15
Watsonville,CA,7/29/19 10:30
Plymouth,CT,7/24/19 23:00
Killingly,CT,7/24/19 22:55
Louisville,KY,7/22/19 20:35
Chicago,IL,7/16/19 21:40
Lockhart,TX,7/5/19 21:35
Morrisonville,NY,7/2/19 18:00
Medford,OR,6/23/19 19:30
St. Paul,MN,6/15/19 22:55
Wilkes-Barre,PA,5/31/19 17:00
New Ulm,MN,5/25/19 22:30
New Holland,PA,5/25/19 22:00
Fortson,GA,5/18/19 21:20
Fort Myers,FL,5/17/19 20:25
Olive Branch,MS,5/13/19 16:30
Tempe,AZ,4/26/19 11:00
Lexington,NC,4/21/19 23:00
North Phoenix,AZ,4/17/19 19:55
Greenwood,SC,3/29/19 07:00
Old Bridge,NJ,3/14/19 21:00
Portsmouth,VA,3/12/19 14:00
Summerville,SC,2/26/19 21:00
Millinocket,ME,2/23/19 19:00
Clementon,NJ,2/22/19 05:00
Charleston,SC,2/18/19 14:40
Fayetteville,AR,2/14/19 11:24
Calgary (Canada),AB,1/1/19 13:00
Sarasota,FL,1/1/19 00:03
Corona,CA,12/23/18 18:00
Akron,OH,10/26/18 14:00
Hollister,CA,9/23/18 08:28
The Woodlands,TX,9/11/18 20:31
Stoke on Trent (UK/England),,8/14/18 15:00
Shelburne,VT,8/14/18 07:30
Magnolia,DE,8/9/18 21:00
Pompano Beach,FL,7/21/18 04:15
Pilot Rock,OR,7/14/18 13:15
Ankeny,IA,7/2/18 00:50
Hayden,ID,6/10/18 10:00
Rochester,MI,6/2/18 20:10
Kahului,HI,5/15/18 23:00
Lamesa,TX,5/2/18 20:30
Farmington,UT,5/2/18 14:00
Tolland,CT,4/22/18 23:50
Burnt Hills,NY,4/17/18 11:00
Pelham,AL,3/22/18 07:18
Bailey,CO,3/8/18 16:47
Parkland,FL,2/24/18 14:30
Aurora,CO,2/8/18 19:15
Melbourne,FL,1/19/18 20:00
Liberty Lake,WA,12/30/17 12:00
Gold Canyon,AZ,12/11/17 19:05
Champaign,IL,12/7/17 11:00
Midwest City,OK,12/5/17 16:15
Boise,ID,11/2/17 02:04
Milford,CT,10/24/17 00:35
Rowlett,TX,10/23/17 01:02
Long Beach,CA,10/18/17 01:51
Derby/Ansonia,CT,9/27/17 23:00
Whittier,CA,9/23/17 22:54
Port Lambton (Canada),ON,9/20/17 23:00
Napa,CA,9/14/17 23:30
Albuquerque,NM,9/8/17 18:25
Billings,MT,9/7/17 22:00
San tan valley,AZ,8/30/17 20:05
Mansfield,OH,8/19/17 07:20
New York City (Jamaica),NY,8/19/17 06:20
Silverton,OR,8/15/17 17:00
Ridgewood,NJ,8/8/17 06:53
South Daytona,FL,8/3/17 21:40
Meriden,CT,7/23/17 20:30
St. Paul,MN,6/17/17 18:00
Brussels (Belgium),,6/6/17 23:55
Reno,NV,6/6/17 10:00
Brussels (Belgium),,6/2/17 23:55
Lake Havasu City,AZ,6/2/17 21:15
Leadville,CO,5/23/17 01:00
Covington,GA,5/14/17 13:30
Alamogordo,NM,5/11/17 21:00
Chiloquin,OR,4/30/17 04:25
Loveland,CO,4/16/17 22:00
Saint James,MO,4/14/17 22:00
Las Vegas,NV,3/13/17 14:00
Superior,WI,2/26/17 15:30
Bowen Island (Canada),BC,2/22/17 20:50
Hiwassee,,2/20/17 12:45
Algood,TN,2/15/17 09:50
Hemingway,SC,1/10/17 21:40
Rancho Cordova,CA,1/1/17 00:05
Mesa,AZ,12/31/16 17:00
Delray Beach,FL,12/29/16 20:40
Davie,FL,12/15/16 20:00
Phoenix,AZ,11/15/16 20:00
Staten Island,NY,11/7/16 13:30
Asheboro,NC,10/27/16 10:00
Mt. Airy,MD,10/9/16 00:00
Phenix City,AL,9/29/16 22:10
Downy,CA,9/24/16 03:13
Sandy,OR,9/9/16 09:30
Holden,MA,8/30/16 23:57
Piscataway,NJ,8/28/16 12:16
Surf City,NC,8/27/16 23:00
Vancouver,WA,8/14/16 18:00
Reynoldsburg,OH,8/12/16 07:00
Ashland,OH,8/11/16 19:30
Upper St. Clair,PA,8/4/16 20:30
Winnemucca,NV,8/3/16 04:00
New York City (over the Hudson),NY,7/17/16 22:35
Edmonton (Canada),AB,7/10/16 11:00
Syracuse,NY,7/9/16 00:40
Littleton,CO,7/6/16 10:15
Buena Park,CA,6/19/16 04:30
Buena Park,CA,6/8/16 18:20
Amsterdam,CA,6/1/16 22:00
Myrtle Beach,SC,5/21/16 19:15
Santa Cruz,CA,4/29/16 21:45
Waverly,FL,4/25/16 01:00
Rothsay,MN,4/19/16 21:17
Sacramento,CA,3/26/16 14:25
Skykomish,WA,3/11/16 20:00
Las Vegas,NV,3/4/16 19:09
Churchville,PA,2/19/16 21:00
Yuma,AZ,1/23/16 10:30
Monmouth,OR,12/31/15 15:00
Vannuys,CA,11/21/15 01:30
San Diego,CA,11/18/15 13:50
Alexandria,VA,11/12/15 04:30
Alexandria,VA,11/12/15 04:00
Milwaukee,WI,11/8/15 03:30
Pie Town,NM,11/7/15 19:05
29 Palms,CA,11/7/15 18:15
Orlando,FL,10/29/15 02:00
Centreville,MD,10/26/15 13:38
Medford,MA,10/24/15 02:30
Happy Valley,OR,10/23/15 18:56
Annapolis/Crofton,MD,10/6/15 14:00
St. Petersburg,FL,10/4/15 14:10
Paterson,NJ,9/25/15 01:00
Winnsboro,TX,9/16/15 22:30
Annapolis,MD,9/14/15 18:30
Guatemala,,9/12/15 15:00
Kenmore,NY,8/23/15 00:15
Centereach,NY,8/16/15 22:00
West Friendship,MD,7/31/15 23:00
Venise en Quebec (Canada),QC,7/31/15 22:16
Buffalo,WV,7/4/15 22:48
Tirupati (India),,7/1/15 09:30
Cincinnati,OH,6/30/15 21:00
Phoenix,AZ,6/29/15 00:30
Long Beach,CA,6/22/15 20:02
Waterbury,CT,6/13/15 15:30
Michelton/Brisbane (Australia),,5/23/15 13:00
Baltimore,MD,5/15/15 14:30
Mountain Home,ID,5/1/15 00:07
Sacramento,CA,4/27/15 18:30
Pontotoc,MS,4/11/15 01:15
Valley Stream,NY,3/28/15 16:20
Cannock (UK/England),,2/18/15 23:00
Tomahawk,WV,2/16/15 02:45
St. Thomas (Canada),ON,1/12/15 00:30
Williamsburg,VA,12/11/14 00:00
Salt Lake City,UT,12/9/14 20:48
Wheat Ridge,CO,11/26/14 17:00
Spring,TX,11/24/14 08:00
Columbia,MD,11/21/14 17:00
Reynoldsburg,OH,10/13/14 20:00
Stanwood,WA,9/28/14 20:30
Colorado Springs,CO,9/25/14 19:05
La Guajira (Venezuela),,9/23/14 07:42
Donora,PA,9/20/14 20:30
Jacksonville,FL,9/15/14 06:52
Hoover,AL,9/14/14 22:15
Anaheim,CA,9/13/14 23:15
Vancouver,WA,9/13/14 20:29
Schenectady,NY,9/8/14 00:00
London (Canada),ON,9/6/14 22:04
Woodhaven,MI,9/3/14 10:45
Sea-Tac,WA,8/10/14 15:50
Orlando,FL,8/2/14 21:40
Port Lambton (near Sarnia) (Canada),ON,8/2/14 04:30
Edgewood,MD,7/29/14 20:06
Concord,NC,7/26/14 01:25
Whitewright,TX,7/12/14 21:05
Litchfield,ME,7/11/14 11:30
Beaumont,CA,7/9/14 04:40
Westerly,RI,7/7/14 13:00
Orland Park/Bridgeview (between),IL,7/4/14 23:00
Bartlett,IL,7/4/14 22:00
Emmaus,PA,7/4/14 22:00
West Reading,PA,7/3/14 10:05
Oklahoma City (NW part of city),OK,6/24/14 21:55
Tallahassee,FL,6/17/14 04:15
Colorado Springs,CO,6/16/14 09:45
E. Lansing,MI,6/14/14 22:40
Hanover Park,IL,6/13/14 13:00
Scottsdale,AZ,6/8/14 19:34
Florence,NJ,6/2/14 12:00
North Las Vegas,NV,5/25/14 00:00
Birmingham,AL,5/22/14
Phoenix,AZ,5/18/14 20:50
Stuart,FL,5/18/14 11:00
UK/England,,5/14/14 20:25
Gloucester,MA,5/10/14 22:00
Fulton,MS,5/3/14 04:10
Atlanta,GA,4/29/14 13:00
Parma,OH,4/19/14 13:00
Mt. Pleasant,MI,4/18/14 00:00
Sylva,NC,4/15/14 17:45
Morehead City,NC,4/5/14 18:00
Eugene (general area),OR,3/24/14 23:30
Reynoldsville,PA,3/24/14 22:00
Darfield (New Zealand),,3/23/14 21:38
Bakersfield,CA,3/21/14 21:45
Pismo,CA,2/16/14 21:45
Santa Ana,CA,2/15/14 01:30
Albuquerque,NM,1/26/14 18:30
Park City,UT,1/21/14 08:30
River Vale,NJ,1/12/14 17:45
Venice,FL,1/2/14 19:00
Boston,MA,1/1/14 19:45
Bradenton,FL,1/1/14 01:45
Chandler,AZ,1/1/14 01:00
Albuquerque,NM,1/1/14 00:05
Fredericksburg,VA,12/25/13 16:25
Virginia Beach,VA,12/22/13 08:45
Brunswick,NC,12/17/13 13:30
Marietta,OH,12/9/13 18:20
Newark,NJ,11/29/13 11:00
Manassas,VA,11/28/13 18:30
Nashville,TN,11/1/13 20:30
Johns Creek,GA,11/1/13 20:29
Pismo,CA,11/1/13 19:30
South Weber,UT,10/16/13 22:30
Wellington,OH,10/9/13 17:00
Cumming,GA,10/8/13 19:30
Prosser,WA,9/6/13 21:25
San Antonio,TX,9/1/13 15:00
Flat Rock,MI,8/20/13 21:14
Virginia Beach,VA,8/19/13 23:00
Arlington Heights,IL,8/12/13 13:00
Naches,WA,8/9/13 10:30
Lawndale,CA,8/6/13 21:00
Berkley,MI,8/4/13 10:50
Commerce,CA,7/31/13 23:10
Madison,AL,7/29/13 18:35
Madison,AL,7/29/13 18:35
Major (Canada),,7/25/13 19:00
Lybrook,NM,7/24/13 02:31
Elkins,WV,7/19/13 17:00
Jacksonville,FL,7/10/13 22:22
Chalfont,PA,7/4/13 21:20
Chalfont,PA,7/4/13 20:50
Surprise,AZ,7/3/13 04:07
Monrowville,PA,6/29/13
New York City (Brooklyn),NY,6/26/13 20:00
San Tan Valley,AZ,6/22/13 22:00
Worcester,MA,6/22/13 14:30
Meeker,CO,6/17/13 19:00
Kalispell,MT,6/12/13 22:45
Wyomissing,PA,6/8/13 23:45
Puget-Theniers (France),,6/2/13 12:55
Marion,IN,5/31/13 01:00
Honolulu,HI,5/16/13 18:35
Boulder,CO,5/8/13 13:30
Gainesville,FL,3/29/13 21:00
Woodstock,GA,3/15/13 20:00
Winters,TX,3/10/13 21:31
Sydney (Australia),,3/10/13 17:00
Indiana (no idea),IN,3/4/13
Athens,GA,1/26/13 15:47
Greenwood,MS,1/7/13 12:35
Farmington,NM,1/1/13 00:37
Grand Turk (Caribbean),,12/14/12 20:00
Ocean Springs,MS,12/13/12 16:45
Spokane Valley,WA,12/11/12 04:30
Mercer Island,WA,11/29/12 23:00
Birmingham,AL,11/13/12 05:37
Ballentine,SC,11/10/12 21:10
Greensboro,NC,10/31/12 22:00
Shrub Oak,NY,10/30/12 18:30
Stewartsville,NJ,10/21/12 05:30
Sedona,AZ,10/18/12 15:00
Gold Coast (Australia),,10/16/12 19:11
Centralia,WA,10/14/12 12:50
Scotrun,PA,9/27/12 20:40
Plainfeild,NH,9/21/12 20:30
Bradley,IL,9/18/12 21:30
Meridian,ID,9/15/12 21:00
St. Catharines (Canada),ON,9/11/12 20:40
New York City (Bronx),NY,8/29/12 12:00
North Bend,WA,8/21/12 20:30
Denver,CO,8/12/12 20:30
Sun City Summerlin,NV,8/12/12 20:30
London (UK/England),,7/31/12 21:00
East Palestine,OH,7/24/12 23:40
Columbus,OH,7/15/12 03:00
Jackson Center,OH,7/10/12 18:30
Los Angeles,CA,7/9/12 05:35
Fort Collins,CO,7/4/12 22:33
Gaithersburg,MD,7/4/12 18:00
Milford,MA,7/4/12 12:00
Shelbyville,TN,6/29/12 21:37
Seattle,WA,6/27/12 02:15
Rosemead,CA,6/19/12 16:15
Laporte,IN,6/12/12 16:30
Dallas,TX,6/4/12 16:00
South  Chicago  Heights,IL,6/3/12 14:00
Hanalei Bay,HI,5/27/12 20:50
Fayetteville,AR,5/18/12 17:30
Chazy,NY,5/11/12 17:00
Portland,OR,5/7/12 20:35
Cary,NC,4/29/12 20:15
Reading,PA,4/6/12 21:50
Spokane,WA,3/22/12 22:00
Monterey,CA,3/16/12 12:00
Russell Springs,KY,3/6/12 00:20
Mechanicville,NY,2/28/12 22:20
Hamden,CT,2/28/12 22:15
Morgan Hill,CA,2/19/12 19:00
Ft. Duchesne,UT,2/12/12 22:45
Port St John,FL,1/28/12 19:15
Fullerton,CA,1/13/12 17:00
Miami,FL,1/12/12 15:00
Maple City,MI,1/5/12 07:30
Norfolk,VA,1/1/12 02:00
Danby,NY,12/17/11 10:50
Leominster,MA,12/16/11 17:30
Holden Beach,NC,12/1/11 19:00
Lake Oswego,OR,11/28/11 18:30
Millbrook,AL,11/20/11 22:00
Hermosa Beach,CA,11/2/11 15:50
Hammond,IN,10/23/11 02:00
Charlotte,NC,10/5/11 20:30
Towson,MD,9/26/11 18:15
Salem,OR,9/21/11 20:00
Allen,TX,9/10/11 20:45
Faribault,MN,9/4/11 13:30
Freedom,NH,9/3/11 21:00
Des Moines,IA,8/25/11 00:31
New York City (Brooklyn),NY,8/15/11 15:00
Mississippi (central part),MS,8/15/11 13:30
Worcester,MA,8/10/11 13:00
Severa Park,MD,8/1/11 04:30
Concord,CA,7/29/11 22:00
Stevensville,MI,7/5/11 22:00
Lancaster,OH,7/4/11 21:30
Salem,IL,6/30/11 21:53
Maplewood,MO,6/10/11 19:45
San Tan Valley,AZ,6/6/11 14:30
Savannah,TN,5/18/11 21:00
Winona,MN,5/7/11
Davenport,IA,5/3/11 21:30
Mesa,AZ,4/20/11 00:15
Port Douglas (Australia),,4/9/11 23:30
Knoxville,TN,4/6/11 21:20
Wichita,KS,4/1/11 08:00
Clementsport (Canada),NS,2/13/11 07:35
Calumet,OK,2/12/11 06:00
Rochester,MN,2/10/11 07:28
Roswell,NM,1/16/11 14:30
Vieux Fort,,1/14/11 16:30
Vista,CA,1/7/11 07:30
Peotone,IL,12/23/10 22:00
Monee,IL,12/23/10 21:00
Willmington,IL,12/23/10 21:00
Peotone,IL,12/23/10 20:40
Manteno,IL,12/23/10 20:30
Manteno,IL,12/23/10 19:30
Little Rock,AR,11/22/10 23:00
Nashville,TN,11/11/10 15:00
Flint,MI,11/2/10 08:39
Tionesta,PA,10/29/10 19:45
Shelbyville,,10/14/10 19:28
Garden Grove,CA,10/10/10 22:30
Rochester,NY,9/18/10 14:42
Spanaway (south of),WA,9/9/10 02:00
Cincinnati,OH,9/5/10 21:40
Oak Lawn,IL,9/2/10 22:00
White Sulphur Springs,MT,8/18/10 00:15
Freehold (Canada),NJ,8/14/10 21:45
Vancouver (Canada),BC,8/8/10 22:07
Brielle,NJ,7/29/10 18:50
Dymchurch (UK/England),,7/8/10 21:30
Sydney (Australia),,6/5/10 05:50
Peoria,AZ,6/2/10 18:20
Monterey,CA,4/3/10 11:16
Bristol (UK/England),,3/20/10 00:29
Sonoma,CA,2/26/10 14:00
Delray Beach,FL,1/31/10 19:40
Mexia,TX,12/31/09 05:21
Bedford (UK/England),,12/26/09 20:00
Snohomish,WA,12/24/09 06:15
El Dorado,AR,12/21/09 21:00
Delray Beach,FL,12/21/09 18:00
Birmingham (UK/England),,11/5/09 18:20
Glen Ellyn,IL,11/3/09 00:00
Glendale,AZ,10/11/09 12:30
Crested Butte,CO,10/10/09 12:00
Dublin (Ireland),,9/28/09 16:00
Northern Quebec (Canada),QC,9/20/09 00:00
Toronto (Canada),ON,9/19/09 19:43
Pleasanton/Livermore,CA,8/14/09 04:00
Pittston,PA,7/30/09 21:30
WInchester,KY,7/21/09 10:20
Holly Hill,FL,7/10/09 23:29
Pueblo West,CO,7/7/09 21:05
Bagram (Afghanistan),,7/5/09 09:30
New York,NY,6/29/09 00:15
Willamsburg/Ottawa (between),KS,6/27/09 04:12
Mattoon,IL,6/22/09 18:35
Ottawa,IL,6/14/09
Huntsville (Canada),ON,4/24/09 11:53
Waco,TX,4/20/09 15:00
Jefferson,GA,4/15/09 16:00
Muenster,TX,3/31/09 12:30
Perth Amboy,NJ,3/31/09 10:15
Buda,TX,3/30/09 13:55
Windsor (Canada),NS,3/1/09 15:30
San Pablo Bay (on Napa River),CA,2/26/09 17:00
Corral Hollow road vicinity (on Interstate 5),CA,2/24/09 10:24
Knoxville,TN,2/16/09 18:10
Aalborg (Denmark),,2/12/09 14:00
Grover Beach,CA,2/10/09 18:00
Erin,WI,2/8/09 14:30
Gila Bend,AZ,2/5/09 14:15
Weaverville,CA,2/3/09 20:00
Springfield,IL,2/2/09 22:15
Clearwater,FL,2/1/09 09:45
Riverside,CA,1/16/09 20:00
Portland,OR,1/13/09 21:43
Louisville,KY,1/13/09 17:15
Yanbu (Saudi Arabia),,1/7/09 14:00
West Valley City,UT,1/4/09 18:45
Clayton,NC,1/2/09 18:00
Shoreview,MN,1/2/09 16:30
Milpitas,CA,12/19/08 08:45
East Haven,CT,11/19/08 07:30
Manitowoc,WI,11/15/08 20:00
Kathmandu (Nepal),,11/5/08 03:45
Salina,KS,11/1/08 00:10
Hibbing,MN,10/31/08 21:50
Green Bay,WI,10/22/08 21:30
San Ramon,CA,10/15/08 22:00
Falls Church,VA,10/14/08 16:45
Ronkonkoma,NY,10/7/08 19:00
Saint Clair Shore,MI,10/4/08 19:45
Philadelphia,PA,10/2/08 20:00
Bonham,TX,10/1/08 19:12
Yaisu/Fujieda (Japan),,9/24/08 17:40
Riverside,CA,9/17/08 20:00
Oxford,FL,9/9/08 13:40
San Jose,CA,9/7/08 10:30
Vestal,NY,9/2/08 03:36
Trout Lake,WA,8/30/08 23:00
Aurora,CO,8/25/08 02:30
Ashland,NH,8/19/08 11:30
Washington, D.C.,8/17/08 22:06
Roseville,CA,8/14/08 01:30
Gillette,WY,8/11/08 20:15
Sunnyvale,CA,8/8/08 15:00
Aurora,IL,7/25/08 17:00
Miami,FL,7/15/08 05:00
Perth (Australia),,7/11/08 23:30
New York City (Manhattan),NY,7/9/08 01:30
San Antonio,TX,7/6/08 21:45
Smithfield,NC,7/1/08 15:00
Surrey (Canada),BC,6/25/08 00:00
Downers Grove,IL,6/16/08 06:50
Brooklyn,MI,6/14/08 23:00
Edwardsburg,MI,6/14/08 22:00
Lowell,MA,6/9/08 23:00
Oak Lawn,IL,5/23/08 07:22
Pleasant Prairie,WI,5/19/08 15:45
Tokyo (Japan),,5/15/08 01:05
Los Angeles,CA,5/13/08 08:10
Wellington,MO,4/25/08 01:50
Saraland,AL,4/22/08 22:30
Palatine,IL,4/22/08 00:00
Redding,CA,4/21/08 15:00
Redding,CA,4/21/08 01:07
Karachi (Pakistan),,4/15/08 00:00
Sydney (Australia),,3/30/08 06:01
Salton Sea,CA,3/29/08 14:30
Westfir/Seattle,OR,3/28/08 12:00
Los Angeles,CA,3/25/08 20:08
Orlando,FL,3/10/08 06:37
Odessa,FL,3/9/08 19:00
Purdy,NY,2/21/08 19:30
Titusville,FL,2/18/08 19:30
UK/England,,2/15/08 19:03
Tullahoma,TN,2/12/08 01:00
Corona,CA,2/10/08 10:30
Hampton,TN,1/12/08 20:45
Marlton,NJ,1/12/08 15:30
Myrtle Beach,SC,12/31/07 23:53
Live Oak,FL,11/12/07 13:00
Garden City,KS,10/24/07 18:00
Oak View,CA,10/6/07 13:00
Aurora,CO,9/12/07 03:00
Boston area,MA,9/1/07 04:00
Yaphank,NY,8/28/07 13:25
Darien,CT,8/16/07 10:40
Issaquah,WA,8/12/07 20:00
Gatlinburg,TN,7/27/07 14:00
Longview,WA,7/15/07 13:30
Fresno (20 min. N of),CA,6/22/07 02:00
Grimsby (UK/England),,6/8/07 22:15
Springfield,MO,5/31/07 23:00
Albany,NY,5/23/07 23:30
Naperville,IL,5/18/07 09:45
South Elgin,IL,5/13/07 02:50
Redondo Beach,CA,5/2/07 23:30
Moreno Valley,CA,4/28/07
Blackpool (UK/England),,4/21/07 21:30
Calgary (Canada),AB,4/12/07 22:47
Northampton,MA,4/11/07 13:25
Bel Air,MD,4/5/07 21:30
North Bay (Canada),ON,4/3/07 13:00
Seattle,WA,3/27/07 17:00
Houston,TX,3/9/07 19:30
Bogota (Colombia),,3/3/07 18:30
Bath,OH,1/25/07 21:40
Tampa,FL,1/20/07 18:25
Comstock Township,MI,1/2/07 13:00
Milwaukee,WI,12/31/06 17:30
London (UK/England),,12/29/06 00:53
Perry,GA,12/27/06 18:25
Zama (Japan),,12/22/06 04:45
Pahoa,HI,12/20/06 19:20
Birmingham (UK/England),,12/11/06 22:50
Roswell,GA,11/28/06 09:32
St. Augustine,FL,10/20/06 07:45
Providence,RI,10/20/06 06:30
Arlington,TX,9/19/06 00:04
Barnesville,PA,9/15/06 03:00
Portland,OR,8/29/06 13:25
Spring Bank Airport (Canada),AB,8/26/06
Redding,CA,8/13/06 23:00
Dumont,NJ,8/10/06 01:00
Canton,MI,8/6/06 04:55
San Francisco,CA,8/4/06 17:00
Leicester (UK/England),,7/31/06 03:13
Richmond,VA,7/26/06 00:30
Azusa,CA,7/22/06 04:00
Abbotsford (Canada),BC,7/17/06 23:30
Doraville,GA,7/17/06 13:00
Manchester (UK/England),,6/30/06 17:25
Victorville,CA,6/25/06 07:00
Dayton,OH,6/24/06 10:30
Houston,TX,6/23/06 16:50
Santa Fe Springs,CA,6/20/06 22:20
West Chester,PA,6/20/06 21:30
St. Cloud,FL,6/3/06 23:30
Ogden,UT,6/1/06 19:15
Baltimore,MD,5/15/06 23:00
Wausau/Greenbay (on Hwy. 29),WI,5/4/06 00:00
Alexandria,VA,4/26/06 12:00
Shoreline (Seattle),WA,4/14/06 20:00
Lawley,AL,3/30/06 19:15
North Hills,CA,3/6/06 14:35
Hogback Mountain,VT,2/1/06 13:15
Jefferson,GA,12/24/05 21:00
Camp Verde,AZ,11/10/05 13:30
Wayne,NJ,11/5/05 03:06
Mineola,TX,10/15/05 16:00
Lake Stevens,WA,4/7/05 13:30
Faluja (Al anbar)(Iraq),,8/15/04 02:00
Plymouth,MA,6/18/04 21:00
Flushing,NY,6/15/04 05:30
Lake Wales,FL,3/7/04 21:30
Webster,SD,12/16/03 02:00
Welcome,NC,5/10/03 22:00
Sterling Heights,MI,1/15/03 14:00
Staten Island,NY,10/1/02 16:00
Staunton,VA,8/8/02 04:00
Bogota (Colombia),,6/30/02 02:30
Kettering,OH,6/18/02 16:30
Tulsa,OK,6/13/02 14:00
Charlotte,NC,6/1/01 13:00
London (Ontario) (Canada),ON,4/24/01 08:00
Cordova,IL,12/22/00 22:00
Forest lake,MN,11/23/00 12:00
